"##Downloaded July 9, 2015 from http://hgdownload.soe.ucsc.edu/goldenPath/hg19/database/ "								
#Name	Transcript	Chromosome	Transcription_Start	Transcription_End	Alpha	Beta	Gamma	Delta
MIR1289-1	NR_031620	chr20	34041775	34041919	1000	1000	72	71
CEP250	NM_007186	chr20	34043222	34099803	1000	1000	28290	28290
C20orf173	NR_026933	chr20	34108569	34117481	1000	1000	4456	4455
C20orf173	NM_001145350	chr20	34114798	34117481	1000	1000	1341	1341
ERGIC3	NM_015966	chr20	34129777	34145405	1000	1000	7814	7813
ERGIC3	NM_198398	chr20	34129777	34145405	1000	1000	7814	7813
FER1L4	NR_119376	chr20	34146506	34195484	1000	1000	24489	24488
SPAG4	NM_003116	chr20	34203808	34208965	1000	1000	2578	2578
CPNE1	NM_152925	chr20	34213952	34252878	1000	1000	19463	19462
CPNE1	NM_152928	chr20	34213952	34252878	1000	1000	19463	19462
CPNE1	NM_152927	chr20	34213952	34252878	1000	1000	19463	19462
CPNE1	NM_152926	chr20	34213952	34252878	1000	1000	19463	19462
CPNE1	NM_003915	chr20	34213952	34241831	1000	1000	13939	13939
CPNE1	NM_001198863	chr20	34213952	34252878	1000	1000	19463	19462
CPNE1	NR_037188	chr20	34213952	34252859	1000	1000	19453	19453
RBM12	NM_006047	chr20	34236846	34252878	1000	1000	8016	8015
RBM12	NM_001198838	chr20	34236846	34252878	1000	1000	8016	8015
RBM12	NM_001198840	chr20	34236846	34252878	1000	1000	8016	8015
RBM12	NM_152838	chr20	34236846	34252878	1000	1000	8016	8015
NFS1	NM_001198989	chr20	34256609	34287287	1000	1000	15339	15338
NFS1	NM_021100	chr20	34256609	34287287	1000	1000	15339	15338
NFS1	NR_037570	chr20	34256609	34287287	1000	1000	15339	15338
ROMO1	NM_080748	chr20	34287231	34288902	1000	1000	835	835
RBM39	NM_001242599	chr20	34291530	34330258	1000	1000	19364	19363
RBM39	NM_001242600	chr20	34291530	34330258	1000	1000	19364	19363
RBM39	NM_004902	chr20	34291530	34330258	1000	1000	19364	19363
RBM39	NR_040724	chr20	34291530	34330258	1000	1000	19364	19363
RBM39	NR_040723	chr20	34291530	34330258	1000	1000	19364	19363
RBM39	NR_040722	chr20	34291530	34330258	1000	1000	19364	19363
RBM39	NM_184234	chr20	34291530	34330258	1000	1000	19364	19363
PHF20	NM_016436	chr20	34359922	34538288	1000	1000	89183	89182
SCAND1	NM_033630	chr20	34541538	34542548	1000	1000	505	504
SCAND1	NM_016558	chr20	34541538	34543281	1000	1000	871	871
CNBD2	NR_130714	chr20	34556502	34618622	1000	1000	31060	31059
CNBD2	NM_001207076	chr20	34556502	34618622	1000	1000	31060	31059
CNBD2	NM_080834	chr20	34556502	34618622	1000	1000	31060	31059
CNBD2	NM_001304367	chr20	34556502	34562877	1000	1000	3187	3187
LINC00657	NR_027451	chr20	34633539	34638882	1000	1000	2671	2671
EPB41L1	NM_001258331	chr20	34679425	34820721	1000	1000	70648	70647
EPB41L1	NM_001258330	chr20	34680631	34820721	1000	1000	70045	70044
EPB41L1	NM_177996	chr20	34680631	34820721	1000	1000	70045	70044
EPB41L1	NM_001258329	chr20	34680631	34820721	1000	1000	70045	70044
EPB41L1	NM_012156	chr20	34742661	34820721	1000	1000	39030	39029
AAR2	NM_001271874	chr20	34824338	34844863	1000	1000	10262	10262
AAR2	NM_015511	chr20	34824338	34844863	1000	1000	10262	10262
DLGAP4	NM_014902	chr20	34894244	35157040	1000	1000	131398	131397
DLGAP4	NM_001042486	chr20	35089817	35157040	1000	1000	33611	33611
DLGAP4	NM_183006	chr20	35090185	35157040	1000	1000	33427	33427
DLGAP4-AS1	NR_109939	chr20	35136104	35201678	1000	1000	32787	32786
MYL9	NM_181526	chr20	35169886	35178226	1000	1000	4170	4169
MYL9	NM_006097	chr20	35169886	35178226	1000	1000	4170	4169
TGIF2	NM_001199514	chr20	35201875	35222355	1000	1000	10240	10239
TGIF2	NM_001199513	chr20	35201875	35222355	1000	1000	10240	10239
TGIF2	NM_021809	chr20	35202009	35222355	1000	1000	10173	10172
TGIF2-C20orf24	NM_001199535	chr20	35202956	35240960	1000	1000	19002	19001
TGIF2	NM_001199515	chr20	35202956	35222355	1000	1000	9699	9699
C20orf24	NR_026562	chr20	35234136	35240960	1000	1000	3412	3411
C20orf24	NM_001199534	chr20	35234136	35240960	1000	1000	3412	3411
C20orf24	NM_018840	chr20	35234136	35240960	1000	1000	3412	3411
C20orf24	NM_199483	chr20	35234136	35240960	1000	1000	3412	3411
SLA2	NM_175077	chr20	35240923	35274619	1000	1000	16848	16847
SLA2	NM_032214	chr20	35240923	35274619	1000	1000	16848	16847
NDRG3	NR_038370	chr20	35280168	35374541	1000	1000	47186	47186
NDRG3	NM_022477	chr20	35280168	35374541	1000	1000	47186	47186
NDRG3	NM_032013	chr20	35280168	35374541	1000	1000	47186	47186
DSN1	NM_001145318	chr20	35380193	35402230	1000	1000	11018	11018
DSN1	NM_001145317	chr20	35380193	35402230	1000	1000	11018	11018
DSN1	NM_001145316	chr20	35380193	35402154	1000	1000	10980	10980
DSN1	NM_001145315	chr20	35380193	35402230	1000	1000	11018	11018
DSN1	NM_024918	chr20	35380193	35402154	1000	1000	10980	10980
SOGA1	NM_199181	chr20	35405844	35488276	1000	1000	41216	41215
SOGA1	NM_080627	chr20	35412177	35492087	1000	1000	39955	39954
TLDC2	NM_001304783	chr20	35504523	35522634	1000	1000	9055	9055
TLDC2	NM_080628	chr20	35504523	35522634	1000	1000	9055	9055
SAMHD1	NM_015474	chr20	35520226	35580246	1000	1000	30010	30009
RBL1	NM_002895	chr20	35624754	35724403	1000	1000	49824	49824
RBL1	NM_183404	chr20	35631976	35724403	1000	1000	46213	46213
MROH8	NM_152503	chr20	35729628	35807991	1000	1000	39181	39181
MROH8	NM_213631	chr20	35757223	35807991	1000	1000	25384	25383
MROH8	NM_213632	chr20	35757223	35807991	1000	1000	25384	25383
RPN2	NM_002951	chr20	35807455	35870025	1000	1000	31285	31284
RPN2	NM_001135771	chr20	35807455	35870025	1000	1000	31285	31284
GHRH	NM_001184731	chr20	35879489	35885299	1000	1000	2905	2904
GHRH	NM_021081	chr20	35879489	35885299	1000	1000	2905	2904
MANBAL	NM_022077	chr20	35918050	35945663	1000	1000	13806	13806
MANBAL	NM_001003897	chr20	35918050	35945663	1000	1000	13806	13806
SRC	NM_005417	chr20	35973087	36033835	1000	1000	30374	30373
SRC	NM_198291	chr20	35974530	36033835	1000	1000	29652	29652
BLCAP	NM_001167823	chr20	36145818	36152953	1000	1000	3567	3567
BLCAP	NM_001167822	chr20	36145818	36156083	1000	1000	5132	5132
BLCAP	NM_001167821	chr20	36145818	36156134	1000	1000	5158	5157
BLCAP	NM_001167820	chr20	36145818	36156333	1000	1000	5257	5257
BLCAP	NM_006698	chr20	36145818	36156333	1000	1000	5257	5257
NNAT	NM_181689	chr20	36149606	36152090	1000	1000	1242	1241
NNAT	NM_005386	chr20	36149606	36152090	1000	1000	1242	1241
LINC00489	NR_047461	chr20	36247699	36251521	1000	1000	1911	1910
LOC100287792	NR_040021	chr20	36305311	36311636	1000	1000	3162	3162
CTNNBL1	NM_001281495	chr20	36322356	36500531	1000	1000	89087	89087
CTNNBL1	NM_030877	chr20	36322356	36500531	1000	1000	89087	89087
VSTM2L	NM_080607	chr20	36531498	36573747	1000	1000	21124	21124
TTI1	NM_014657	chr20	36611408	36661870	1000	1000	25231	25230
TTI1	NM_001303457	chr20	36611408	36661870	1000	1000	25231	25230
RPRD1B	NM_021215	chr20	36661947	36720766	1000	1000	29409	29409
TGM2	NM_004613	chr20	36756863	36793700	1000	1000	18418	18418
TGM2	NM_198951	chr20	36766350	36793700	1000	1000	13675	13674
KIAA1755	NM_001029864	chr20	36838906	36889174	1000	1000	25134	25133
LOC149684	NR_104170	chr20	36888576	36917348	1000	1000	14386	14385
BPI	NM_001725	chr20	36932551	36965905	1000	1000	16677	16676
LBP	NM_004139	chr20	36974813	37005653	1000	1000	15420	15419
SNHG17	NR_027241	chr20	37049238	37064018	1000	1000	7390	7389
SNHG17	NR_015366	chr20	37049266	37063962	1000	1000	7348	7347
SNORA71B	NR_002910	chr20	37053842	37053978	1000	1000	68	67
SNORA71A	NR_002911	chr20	37055948	37056086	1000	1000	69	68
SNORA71C	NR_003017	chr20	37058309	37058447	1000	1000	69	68
SNORA71D	NR_003018	chr20	37062504	37062642	1000	1000	69	68
SNHG11	NR_003239	chr20	37075296	37079564	1000	1000	2134	2133
SNORA71E	NR_002972	chr20	37076725	37076861	1000	1000	68	67
SNORA60	NR_002986	chr20	37078011	37078147	1000	1000	68	67
RALGAPB	NM_020336	chr20	37101448	37207504	1000	1000	53028	53027
RALGAPB	NM_001282917	chr20	37101448	37207504	1000	1000	53028	53027
RALGAPB	NM_001282918	chr20	37101448	37207504	1000	1000	53028	53027
ADIG	NM_001018082	chr20	37209837	37217106	1000	1000	3634	3634
ADIG	NR_130907	chr20	37209837	37217106	1000	1000	3634	3634
ARHGAP40	NM_001164431	chr20	37230576	37279295	1000	1000	24359	24359
SLC32A1	NM_080552	chr20	37353104	37358015	1000	1000	2455	2455
ACTR5	NM_024855	chr20	37377096	37401089	1000	1000	11996	11996
PPP1R16B	NM_001172735	chr20	37434347	37551667	1000	1000	58660	58659
PPP1R16B	NM_015568	chr20	37434347	37551667	1000	1000	58660	58659
FAM83D	NM_030919	chr20	37554954	37581703	1000	1000	13374	13374
DHX35	NM_021931	chr20	37590980	37668366	1000	1000	38693	38692
DHX35	NM_001190809	chr20	37590980	37668366	1000	1000	38693	38692
DHX35	NR_033905	chr20	37590980	37668366	1000	1000	38693	38692
LOC339568	NR_027124	chr20	37842423	37853391	1000	1000	5484	5483
LINC01370	NR_109936	chr20	38633102	38637171	1000	1000	2034	2034
LINC01370	NR_109937	chr20	38633102	38637171	1000	1000	2034	2034
MAFB	NM_005461	chr20	39314487	39317880	1000	1000	1696	1696
TOP1	NM_003286	chr20	39657461	39753126	1000	1000	47832	47832
PLCG1-AS1	NR_109889	chr20	39726633	39766640	1000	1000	20003	20003
PLCG1	NM_182811	chr20	39766160	39804357	1000	1000	19098	19098
PLCG1	NM_002660	chr20	39766160	39804357	1000	1000	19098	19098
MIR6871	NR_106931	chr20	39797662	39797718	1000	1000	28	27
ZHX3	NM_015035	chr20	39807088	39928739	1000	1000	60825	60825
LPIN3	NR_126051	chr20	39969492	39989225	1000	1000	9866	9866
LPIN3	NM_001301860	chr20	39969492	39989225	1000	1000	9866	9866
EMILIN3	NM_052846	chr20	39988605	39995498	1000	1000	3446	3446
CHD6	NM_032221	chr20	40030742	40247133	1000	1000	108195	108195
PTPRT	NM_133170	chr20	40701391	41818557	1000	1000	558583	558582
PTPRT	NM_007050	chr20	40701391	41818557	1000	1000	558583	558582
LOC101927159	NR_110004	chr20	41314122	41317202	1000	1000	1540	1539
SRSF6	NR_034009	chr20	42086503	42092244	1000	1000	2870	2870
SRSF6	NM_006275	chr20	42086503	42092244	1000	1000	2870	2870
L3MBTL1	NM_032107	chr20	42136319	42170535	1000	1000	17108	17107
L3MBTL1	NM_015478	chr20	42143075	42170535	1000	1000	13730	13729
SGK2	NM_170693	chr20	42187634	42214273	1000	1000	13319	13319
SGK2	NM_001199264	chr20	42193754	42214273	1000	1000	10259	10259
SGK2	NM_016276	chr20	42194736	42214273	1000	1000	9768	9768
IFT52	NM_001303458	chr20	42219252	42275862	1000	1000	28305	28304
IFT52	NM_001303459	chr20	42219252	42275862	1000	1000	28305	28304
IFT52	NM_016004	chr20	42219252	42275862	1000	1000	28305	28304
MYBL2	NM_002466	chr20	42295658	42345136	1000	1000	24739	24738
MYBL2	NM_001278610	chr20	42295658	42345136	1000	1000	24739	24738
GTSF1L	NM_001008901	chr20	42354800	42355642	1000	1000	421	420
GTSF1L	NM_176791	chr20	42354800	42355642	1000	1000	421	420
TOX2	NM_001098797	chr20	42543491	42698254	1000	1000	77381	77381
TOX2	NM_032883	chr20	42544781	42698254	1000	1000	76736	76736
TOX2	NM_001098796	chr20	42544781	42698254	1000	1000	76736	76736
TOX2	NM_001098798	chr20	42574535	42698254	1000	1000	61859	61859
JPH2	NM_020433	chr20	42740336	42816218	1000	1000	37941	37940
JPH2	NM_175913	chr20	42805456	42816218	1000	1000	5381	5380
OSER1	NM_016470	chr20	42824580	42839546	1000	1000	7483	7482
OSER1-AS1	NR_038339	chr20	42839599	42854667	1000	1000	7534	7533
OSER1-AS1	NR_038338	chr20	42839721	42854667	1000	1000	7473	7472
OSER1-AS1	NR_038337	chr20	42839725	42854667	1000	1000	7471	7470
GDAP1L1	NM_001256738	chr20	42875738	42909557	1000	1000	16909	16909
GDAP1L1	NR_046353	chr20	42875897	42909557	1000	1000	16830	16829
GDAP1L1	NM_024034	chr20	42875897	42909557	1000	1000	16830	16829
GDAP1L1	NM_001256740	chr20	42875897	42909557	1000	1000	16830	16829
GDAP1L1	NM_001256739	chr20	42875897	42909557	1000	1000	16830	16829
GDAP1L1	NM_001256737	chr20	42875897	42909557	1000	1000	16830	16829
FITM2	NM_001080472	chr20	42935196	42939889	1000	1000	2346	2346
R3HDML	NM_178491	chr20	42965797	42979432	1000	1000	6817	6817
HNF4A	NM_001030004	chr20	42984440	43053276	1000	1000	34418	34417
HNF4A	NM_001030003	chr20	42984440	43061485	1000	1000	38522	38522
HNF4A	NM_001287183	chr20	42984440	43061485	1000	1000	38522	38522
HNF4A	NM_001287184	chr20	42984440	43053276	1000	1000	34418	34417
HNF4A	NM_001287182	chr20	42984440	43061485	1000	1000	38522	38522
HNF4A	NM_175914	chr20	42984440	43061485	1000	1000	38522	38522
HNF4A-AS1	NR_109949	chr20	43006382	43024346	1000	1000	8982	8981
HNF4A	NM_178849	chr20	43029895	43061485	1000	1000	15795	15794
HNF4A	NM_001258355	chr20	43029895	43061485	1000	1000	15795	15794
HNF4A	NM_178850	chr20	43029895	43053276	1000	1000	11690	11690
HNF4A	NM_000457	chr20	43029895	43061485	1000	1000	15795	15794
MIR3646	NR_037419	chr20	43036759	43036843	1000	1000	42	41
LINC01430	NR_109893	chr20	43077416	43079197	1000	1000	890	890
C20orf62	NM_001287807	chr20	43090402	43093984	1000	1000	1791	1790
TTPAL	NM_024331	chr20	43104525	43123244	1000	1000	9359	9359
TTPAL	NM_001261839	chr20	43104525	43123244	1000	1000	9359	9359
TTPAL	NM_001039199	chr20	43104525	43123244	1000	1000	9359	9359
SERINC3	NM_198941	chr20	43124863	43150726	1000	1000	12931	12931
SERINC3	NM_006811	chr20	43127900	43150726	1000	1000	11413	11412
PKIG	NM_007066	chr20	43160421	43247678	1000	1000	43628	43628
PKIG	NM_181805	chr20	43160421	43247678	1000	1000	43628	43628
PKIG	NM_181804	chr20	43160421	43247678	1000	1000	43628	43628
PKIG	NM_001281444	chr20	43160421	43247678	1000	1000	43628	43628
PKIG	NM_001281445	chr20	43211189	43247678	1000	1000	18244	18244
ADA	NM_000022	chr20	43248162	43280376	1000	1000	16107	16106
LINC01260	NR_034104	chr20	43285091	43300380	1000	1000	7644	7644
WISP2	NM_003881	chr20	43343884	43356452	1000	1000	6284	6283
KCNK15	NM_022358	chr20	43374487	43380954	1000	1000	3233	3233
RIMS4	NM_182970	chr20	43380444	43438979	1000	1000	29267	29267
RIMS4	NM_001205317	chr20	43380444	43438979	1000	1000	29267	29267
YWHAB	NM_139323	chr20	43514239	43537175	1000	1000	11468	11467
YWHAB	NM_003404	chr20	43514239	43537175	1000	1000	11468	11467
PABPC1L	NM_001124756	chr20	43538702	43567962	1000	1000	14630	14629
TOMM34	NM_006809	chr20	43570770	43589114	1000	1000	9172	9171
STK4-AS1	NR_038341	chr20	43592439	43595099	1000	1000	1330	1329
STK4	NM_006282	chr20	43595119	43708593	1000	1000	56737	56736
KCNS1	NM_002251	chr20	43720949	43729753	1000	1000	4402	4401
WFDC5	NM_145652	chr20	43738092	43743813	1000	1000	2860	2860
WFDC12	NM_080869	chr20	43752066	43753106	1000	1000	520	519
PI3	NM_002638	chr20	43803539	43805185	1000	1000	823	822
SEMG1	NM_003007	chr20	43835637	43838414	1000	1000	1388	1388
SEMG2	NM_003008	chr20	43850009	43853099	1000	1000	1545	1544
SLPI	NM_003064	chr20	43880879	43883205	1000	1000	1163	1162
MATN4	NM_030590	chr20	43922085	43936967	1000	1000	7441	7440
MATN4	NM_030592	chr20	43922085	43936937	1000	1000	7426	7425
MATN4	NM_003833	chr20	43922085	43937169	1000	1000	7542	7541
RBPJL	NM_014276	chr20	43935482	43946464	1000	1000	5491	5490
RBPJL	NM_001281448	chr20	43935482	43946464	1000	1000	5491	5490
RBPJL	NM_001281449	chr20	43935482	43946464	1000	1000	5491	5490
SDC4	NM_002999	chr20	43953928	43977064	1000	1000	11568	11567
SYS1	NM_001197129	chr20	43990576	43997862	1000	1000	3643	3642
SYS1	NM_033542	chr20	43991739	43997862	1000	1000	3061	3061
SYS1	NM_001099791	chr20	43991739	44005442	1000	1000	6851	6851
SYS1-DBNDD2	NR_003189	chr20	43991808	44039250	1000	1000	23721	23720
TP53TG5	NM_014477	chr20	44002519	44006957	1000	1000	2219	2218
DBNDD2	NM_001197139	chr20	44034632	44039250	1000	1000	2309	2308
DBNDD2	NM_001048222	chr20	44034654	44039250	1000	1000	2298	2297
DBNDD2	NM_001048221	chr20	44034654	44039250	1000	1000	2298	2297
DBNDD2	NM_001197140	chr20	44034820	44039250	1000	1000	2215	2214
DBNDD2	NM_018478	chr20	44034860	44039250	1000	1000	2195	2194
DBNDD2	NM_001048224	chr20	44035227	44039250	1000	1000	2011	2011
DBNDD2	NM_001048223	chr20	44035227	44039250	1000	1000	2011	2011
DBNDD2	NM_001048226	chr20	44036628	44039250	1000	1000	1311	1310
DBNDD2	NM_001048225	chr20	44036628	44039250	1000	1000	1311	1310
PIGT	NM_001184728	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NM_015937	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NR_047695	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NR_047694	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NR_047693	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NR_047692	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NR_047691	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NM_001184730	chr20	44044706	44054885	1000	1000	5089	5089
PIGT	NM_001184729	chr20	44044706	44054885	1000	1000	5089	5089
MIR6812	NR_106870	chr20	44054149	44054213	1000	1000	32	31
WFDC2	NM_006103	chr20	44098393	44110172	1000	1000	5889	5889
SPINT3	NM_006652	chr20	44141100	44144264	1000	1000	1582	1581
WFDC6	NM_080827	chr20	44162835	44168134	1000	1000	2649	2649
EPPIN-WFDC6	NM_001198986	chr20	44164918	44176065	1000	1000	5573	5573
EPPIN	NM_020398	chr20	44169264	44176065	1000	1000	3400	3400
EPPIN	NM_001302861	chr20	44170483	44176065	1000	1000	2791	2790
WFDC8	NM_181510	chr20	44179790	44207965	1000	1000	14087	14087
WFDC8	NM_130896	chr20	44180400	44207965	1000	1000	13782	13782
WFDC9	NM_147198	chr20	44236577	44259907	1000	1000	11665	11664
WFDC10A	NM_080753	chr20	44258384	44259831	1000	1000	723	723
WFDC11	NM_147197	chr20	44277201	44298878	1000	1000	10838	10838
WFDC10B	NM_172006	chr20	44313289	44333658	1000	1000	10184	10184
WFDC10B	NM_172131	chr20	44313289	44333658	1000	1000	10184	10184
WFDC13	NM_172005	chr20	44330654	44337456	1000	1000	3401	3400
MIR3617	NR_037411	chr20	44333740	44333819	1000	1000	39	39
SPINT4	NM_178455	chr20	44350987	44354335	1000	1000	1674	1673
WFDC3	NM_080614	chr20	44402846	44420547	1000	1000	8850	8850
DNTTIP1	NM_052951	chr20	44420575	44440066	1000	1000	9745	9745
UBE2C	NM_007019	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NR_104037	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NR_104036	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NM_181799	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NM_001281741	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NM_001281742	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NM_181800	chr20	44441214	44445596	1000	1000	2191	2190
UBE2C	NM_181801	chr20	44441671	44445596	1000	1000	1962	1962
TNNC2	NM_003279	chr20	44451854	44455953	1000	1000	2049	2049
SNX21	NM_001042633	chr20	44462469	44471914	1000	1000	4722	4722
SNX21	NM_152897	chr20	44462469	44471914	1000	1000	4722	4722
SNX21	NM_001042632	chr20	44462469	44471914	1000	1000	4722	4722
SNX21	NM_033421	chr20	44462469	44471914	1000	1000	4722	4722
ACOT8	NM_005469	chr20	44470359	44486048	1000	1000	7844	7844
ZSWIM3	NM_080752	chr20	44486219	44507769	1000	1000	10775	10774
ZSWIM3	NR_037628	chr20	44486219	44507769	1000	1000	10775	10774
ZSWIM1	NM_080603	chr20	44509847	44513905	1000	1000	2029	2028
SPATA25	NM_080608	chr20	44515129	44516238	1000	1000	554	554
NEURL2	NM_080749	chr20	44517110	44519926	1000	1000	1408	1407
NEURL2	NM_001278535	chr20	44517110	44519926	1000	1000	1408	1407
CTSA	NM_001167594	chr20	44519590	44527458	1000	1000	3934	3933
CTSA	NM_000308	chr20	44519590	44527458	1000	1000	3934	3933
CTSA	NM_001127695	chr20	44519590	44527458	1000	1000	3934	3933
PLTP	NM_001242921	chr20	44527258	44539633	1000	1000	6187	6187
PLTP	NM_001242920	chr20	44527258	44541003	1000	1000	6872	6872
PLTP	NM_182676	chr20	44527258	44541003	1000	1000	6872	6872
PLTP	NM_006227	chr20	44527258	44541003	1000	1000	6872	6872
PCIF1	NM_022104	chr20	44563316	44576662	1000	1000	6673	6672
ZNF335	NM_022095	chr20	44577291	44600833	1000	1000	11771	11770
MMP9	NM_004994	chr20	44637546	44645200	1000	1000	3827	3826
SLC12A5	NM_001134771	chr20	44650328	44688789	1000	1000	19230	19230
SLC12A5	NM_020708	chr20	44657820	44688789	1000	1000	15484	15484
NCOA5	NM_020967	chr20	44689625	44718580	1000	1000	14477	14477
CD40	NM_152854	chr20	44746892	44758384	1000	1000	5746	5745
CD40	NM_001250	chr20	44746892	44758384	1000	1000	5746	5745
CD40	NM_001302753	chr20	44746892	44758384	1000	1000	5746	5745
CD40	NR_126502	chr20	44746892	44758384	1000	1000	5746	5745
CDH22	NM_021248	chr20	44802371	44937137	1000	1000	67383	67382
SLC35C2	NM_001281460	chr20	44978166	44993097	1000	1000	7465	7465
SLC35C2	NM_001281459	chr20	44978166	44993097	1000	1000	7465	7465
SLC35C2	NM_001281458	chr20	44978166	44993097	1000	1000	7465	7465
SLC35C2	NM_001281457	chr20	44978166	44993097	1000	1000	7465	7465
SLC35C2	NM_173179	chr20	44978166	44993097	1000	1000	7465	7465
SLC35C2	NM_173073	chr20	44978166	44993097	1000	1000	7465	7465
SLC35C2	NM_015945	chr20	44978166	44993097	1000	1000	7465	7465
ELMO2	NM_133171	chr20	44994689	45035271	1000	1000	20291	20290
ELMO2	NM_182764	chr20	44994689	45035271	1000	1000	20291	20290
ZNF663P	NR_045983	chr20	45085131	45086282	1000	1000	575	575
MKRN7P	NR_026640	chr20	45092298	45093931	1000	1000	816	816
ZNF334	NM_018102	chr20	45128268	45142198	1000	1000	6965	6964
ZNF334	NM_001270497	chr20	45128268	45142198	1000	1000	6965	6964
ZNF334	NR_073026	chr20	45128268	45142198	1000	1000	6965	6964
